630,,account,date,description,amount,category,`
,1488,CIBC_CC,2021-02-08,"YUNGSHANG RICE NOODLE HOU VANCOUVER, BC",14.09,,TRUE
,1489,CIBC_CC,2021-02-08,"H-MART EXPRESS UBC VANCOUVER, BC",5,,TRUE
,1490,CIBC_CC,2021-02-08,"MCDONALD'S #19170 Q04 VANCOUVER, BC",13.11,,TRUE
,1491,CIBC_CC,2021-02-08,"UBER *EATS HELP.UBER.COM Amsterdam, BC",8.77,,TRUE
,2668,CIBC_CHECKING,2021-02-08,Point of Sale - Interac RETAIL PURCHASE 137495262104 SQ *RAIN OR SHI,6.9,,TRUE
,2669,CIBC_CHECKING,2021-02-08,Point of Sale - Interac RETAIL PURCHASE 000001543083 UPPER CASE,4.83,,TRUE
,2670,CIBC_CHECKING,2021-02-08,Internet Banking E-TRANSFER 103433200058 Shawn Fu,10,,TRUE
,2671,CIBC_CHECKING,2021-02-08,Internet Banking E-TRANSFER 103433160607 Ella Tate,7.78,,TRUE
,2672,CIBC_CHECKING,2021-02-08,Point of Sale - Interac RETAIL PURCHASE 558001001122 SIMON'S NO FRIL,27.19,,TRUE
,2673,CIBC_CHECKING,2021-02-08,Internet Banking INTERNET TRANSFER 000000217185,2500,,TRUE
,2674,CIBC_CHECKING,2021-02-08,Internet Banking INTERNET TRANSFER 000000231003,425.95,,TRUE
,2675,CIBC_CHECKING,2021-02-08,Internet Banking E-TRANSFER 103428918217 Calvin Du,54.01,,TRUE
,1492,CIBC_CC,2021-02-05,"UBER * EATS PENDING Amsterdam, BC",87.78,,TRUE
,1493,CIBC_CC,2021-02-05,"SIMONS WEB QUEBEC, QC",141.12,,TRUE
,1494,CIBC_CC,2021-02-04,"H-MART EXPRESS UBC VANCOUVER, BC",24.47,,TRUE
,1495,CIBC_CC,2021-02-04,"SHOPPERSDRUGMART2273 VANCOUVER, BC",10.46,,TRUE
,1496,CIBC_CC,2021-02-04,"SHOPPERSDRUGMART2273 VANCOUVER, BC",8.38,,TRUE
,1497,CIBC_CC,2021-02-03,"YUNGSHANG RICE NOODLE HOU VANCOUVER, BC",15.08,,TRUE
,1498,CIBC_CC,2021-02-03,"KINTON RAMEN VANCOUVER, BC",15.64,,TRUE
,1499,CIBC_CC,2021-02-02,"BEAN AROUND THE WORLD VANCOUVER, BC",16.91,,TRUE
,1500,CIBC_CC,2021-02-02,"BEAN AROUND THE WORLD VANCOUVER, BC",5.46,,TRUE
,1501,CIBC_CC,2021-02-02,PAYMENT THANK YOU/PAIEMEN T MERCI,-38.01,,TRUE
,1502,CIBC_CC,2021-02-02,PAYMENT THANK YOU/PAIEMEN T MERCI,-184.92,,TRUE
,2676,CIBC_CHECKING,2021-02-01,Internet Banking INTERNET TRANSFER 000000219614,38.01,,TRUE
,2677,CIBC_CHECKING,2021-02-01,Internet Banking INTERNET TRANSFER 000000211213,184.92,,TRUE
,1503,CIBC_CC,2021-01-29,"Crocs Canada, Inc. crocs.ca, ON",66.04,,TRUE
,2678,CIBC_CHECKING,2021-01-29,Branch Transaction SERVICE CHARGE DISCOUNT,-13.7,,TRUE
,2679,CIBC_CHECKING,2021-01-29,Branch Transaction SERVICE CHARGE ADD TXN$8.75;MONTHLY$4.95 RECORD-KEEPING N/A,13.7,,TRUE
,1504,CIBC_CC,2021-01-28,"SAVE ON FOODS #993 VANCOUVER, BC",27.07,,TRUE
,1505,CIBC_CC,2021-01-28,"SAVE ON FOODS #993 VANCOUVER, BC",14.97,,TRUE
,2680,CIBC_CHECKING,2021-01-28,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,1101.36,,TRUE
,1506,CIBC_CC,2021-01-27,"AMZN Mktp CA*DS2CK7UL3 WWW.AMAZON.CA, ON",88.48,,TRUE
,1507,CIBC_CC,2021-01-27,PAYMENT THANK YOU/PAIEMEN T MERCI,-152.52,,TRUE
,1508,CIBC_CC,2021-01-27,PAYMENT THANK YOU/PAIEMEN T MERCI,-192.74,,TRUE
,1509,CIBC_CC,2021-01-27,"WESBROOK VILLAGE DENTAL VANCOUVER, BC",142.88,,TRUE
,1510,CIBC_CC,2021-01-27,"SAVE ON FOODS #993 VANCOUVER, BC",3.95,,TRUE
,2681,CIBC_CHECKING,2021-01-27,Internet Banking E-TRANSFER 103386025456 Liam Gish,11.2,,TRUE
,1511,CIBC_CC,2021-01-26,"WESBROOK VILLAGE DENTAL VANCOUVER, BC",57.3,,TRUE
,1512,CIBC_CC,2021-01-26,"BELL MOBILITY VERDUN, QC",84.49,,TRUE
,1513,CIBC_CC,2021-01-26,"EvoCarShare Burnaby, BC",39.2,,TRUE
,1514,CIBC_CC,2021-01-26,PAYMENT THANK YOU/PAIEMEN T MERCI,-603.45,,TRUE
,2682,CIBC_CHECKING,2021-01-26,Internet Banking INTERNET TRANSFER 000000246888,152.52,,TRUE
,2683,CIBC_CHECKING,2021-01-26,Internet Banking INTERNET TRANSFER 000000225053,192.74,,TRUE
,2684,CIBC_CHECKING,2021-01-26,Internet Banking E-TRANSFER 103381711980 Florrie,18,,TRUE
,1515,CIBC_CC,2021-01-25,"SHARETEA VANCOUVER, BC",5.8,,TRUE
,1516,CIBC_CC,2021-01-25,"UNIQLO METROTOWN #2003 BURNABY, BC",61.21,,TRUE
,1517,CIBC_CC,2021-01-25,"7-ELEVEN STORE #37869 NEW WESTMINST, BC",6.95,,TRUE
,1518,CIBC_CC,2021-01-25,"SQ *ROYAL ROSE TATTOO INC New Westminst, BC",105,,TRUE
,1519,CIBC_CC,2021-01-25,"BOATHOUSE METROPOLIS # BURNABY, BC",22.4,,TRUE
,1520,CIBC_CC,2021-01-25,"PLENTY BURNABY, BC",116.48,,TRUE
,1521,CIBC_CC,2021-01-25,"BUBBLE WAFFLE CAFE METROT BURNABY, BC",15.75,,TRUE
,1522,CIBC_CC,2021-01-25,"OOMOMO METROTOWN BURNABY, BC",25.82,,TRUE
,2685,CIBC_CHECKING,2021-01-25,Internet Banking E-TRANSFER 010266338207 Ella,-10,,TRUE
,2686,CIBC_CHECKING,2021-01-25,Internet Banking E-TRANSFER 103378190757 Julz LaBrash,128,,TRUE
,2687,CIBC_CHECKING,2021-01-25,Internet Banking E-TRANSFER 103378116091 Calvin Du,43.68,,TRUE
,2688,CIBC_CHECKING,2021-01-25,Internet Banking INTERNET TRANSFER 000000214787,603.45,,TRUE
,2689,CIBC_CHECKING,2021-01-25,Internet Banking E-TRANSFER 010264494151 EMERY MA,-2000,,TRUE
,2690,CIBC_CHECKING,2021-01-25,Internet Banking E-TRANSFER 103371828675 Emery Ma,50,,TRUE
,1523,CIBC_CC,2021-01-22,"PALATE VANCOUVER, BC",10.98,,TRUE
,1524,CIBC_CC,2021-01-22,"H-MART EXPRESS UBC VANCOUVER, BC",20.98,,TRUE
,2691,CIBC_CHECKING,2021-01-22,Internet Banking E-TRANSFER 010263980959 EMERY MA,-2000,,TRUE
,1525,CIBC_CC,2021-01-21,"COCO FRESH TEA & JUICE VANCOUVER, BC",6.09,,TRUE
,1526,CIBC_CC,2021-01-21,"UPPER CASE VANCOUVER, BC",2.73,,TRUE
,2692,CIBC_CHECKING,2021-01-21,Internet Banking INTERNET TRANSFER 000000256324,4000,,TRUE
,2693,CIBC_CHECKING,2021-01-21,Internet Banking E-TRANSFER 010244573104 EMERY MA,-3000,,TRUE
,2694,CIBC_CHECKING,2021-01-21,Internet Banking E-TRANSFER 103363662829 Florrie,30.7,,TRUE
,1527,CIBC_CC,2021-01-20,"RYUU JAPANESE KITCHEN VANCOUVER, BC",5.98,,TRUE
,1528,CIBC_CC,2021-01-20,"H-MART EXPRESS UBC VANCOUVER, BC",15.46,,TRUE
,1529,CIBC_CC,2021-01-20,"SHOPPERSDRUGMART2273 VANCOUVER, BC",36.94,,TRUE
,1530,CIBC_CC,2021-01-20,"PEKO PEKO VANCOUVER, BC",17.2,,TRUE
,2695,CIBC_CHECKING,2021-01-20,Internet Banking E-TRANSFER 103362117565 Royal Rose,210,,TRUE
,1531,CIBC_CC,2021-01-19,"MCDONALD'S #19170 Q04 VANCOUVER, BC",13.11,,TRUE
,1532,CIBC_CC,2021-01-19,"MCDONALD'S #19170 Q04 VANCOUVER, BC",15.73,,TRUE
,1533,CIBC_CC,2021-01-19,"MICHAELS #3974 VANCOUVER, BC",50.31,,TRUE
,1534,CIBC_CC,2021-01-19,"H-MART EXPRESS UBC VANCOUVER, BC",58.99,,TRUE
,1535,CIBC_CC,2021-01-19,"KINTON RAMEN VANCOUVER, BC",15.64,,TRUE
,2696,CIBC_CHECKING,2021-01-19,Internet Banking E-TRANSFER 010262721987 EMERY MA,-3000,,TRUE
,1536,CIBC_CC,2021-01-18,"PEARSON_EDUCATION 905-853-7888, ON",-52.49,,TRUE
,1537,CIBC_CC,2021-01-18,"HERO CAFE VANCOUVER, BC",10.31,,TRUE
,1538,CIBC_CC,2021-01-18,"NORI BENTO & UDON VANCOUVER, BC",21.88,,TRUE
,1539,CIBC_CC,2021-01-18,"SIMONS WEB QUEBEC, QC",120.96,,TRUE
,1540,CIBC_CC,2021-01-18,PAYMENT THANK YOU/PAIEMEN T MERCI,-205.92,,TRUE
,1541,CIBC_CC,2021-01-18,"SIMONS WEB QUEBEC, QC",56,,TRUE
,1542,CIBC_CC,2021-01-18,"H-MART EXPRESS UBC VANCOUVER, BC",28.96,,TRUE
,2697,CIBC_CHECKING,2021-01-18,Internet Banking E-TRANSFER 103349860577 JULZ LABRASH,-9,,TRUE
,2698,CIBC_CHECKING,2021-01-18,Internet Banking INTERNET TRANSFER 000000259072,205.92,,TRUE
,1543,CIBC_CC,2021-01-15,PAYMENT THANK YOU/PAIEMEN T MERCI,-294.03,,TRUE
,1544,CIBC_CC,2021-01-14,"IKEA RICHMOND RICHMOND, BC",27.97,,TRUE
,1545,CIBC_CC,2021-01-14,"IKEA RICHMOND RICHMOND, BC",13.09,,TRUE
,2699,CIBC_CHECKING,2021-01-14,Internet Banking INTERNET TRANSFER 000000271948,294.03,,TRUE
,1546,CIBC_CC,2021-01-13,"SHOPPERSDRUGMART2273 VANCOUVER, BC",15.43,,TRUE
,1547,CIBC_CC,2021-01-13,"H-MART EXPRESS UBC VANCOUVER, BC",14.57,,TRUE
,1548,CIBC_CC,2021-01-13,"KOKORO TOKYO MAZESOBA VANCOUVER, BC",17.95,,TRUE
,1549,CIBC_CC,2021-01-12,"CHATIME VANCOUVER, BC",6.16,,TRUE
,1550,CIBC_CC,2021-01-12,"STAPLES STORE #239 VANCOUVER, BC",11.73,,TRUE
,1551,CIBC_CC,2021-01-12,"BIERCRAFT WESTBROOK VANCOUVER, BC",22.68,,TRUE
,2700,CIBC_CHECKING,2021-01-12,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,2066.42,,TRUE
,1552,CIBC_CC,2021-01-11,"PEARSON_EDUCATION 905-853-7888, ON",52.49,,TRUE
,1553,CIBC_CC,2021-01-11,"CHATIME VANCOUVER, BC",6.47,,TRUE
,1554,CIBC_CC,2021-01-11,"SQ *RAIN OR SHINE HOMEMAD Vancouver, BC",33,,TRUE
,1555,CIBC_CC,2021-01-11,"UBC BOOKSTORE VANCOUVER, BC",69.35,,TRUE
,1556,CIBC_CC,2021-01-11,"H-MART EXPRESS UBC VANCOUVER, BC",3.14,,TRUE
,1557,CIBC_CC,2021-01-11,"YUU JAPANESE TAPAS RICHMOND, BC",112.06,,TRUE
,1558,CIBC_CC,2021-01-11,"GONG CHA - GRANVILLE Vancouver, BC",6.65,,TRUE
,2701,CIBC_CHECKING,2021-01-11,Internet Banking E-TRANSFER 103328732821 Florrie,7,,TRUE
,1559,CIBC_CC,2021-01-08,PAYMENT THANK YOU/PAIEMEN T MERCI,-564.85,,TRUE
,1560,CIBC_CC,2021-01-07,"SEPHORA.CA SEPHORA.CA, QC",82.95,,TRUE
,1561,CIBC_CC,2021-01-07,"COCO FRESH TEA & JUICES VANCOUVER, BC",5.88,,TRUE
,2702,CIBC_CHECKING,2021-01-07,Internet Banking INTERNET TRANSFER 000000270597,564.85,,TRUE
,1562,CIBC_CC,2021-01-06,"SQ *#5990 STEVE'S POKE BA Vancouver, BC",18.26,,TRUE
,1563,CIBC_CC,2021-01-06,"MUJI ROBSON STREET VANCOUVER, BC",35.5,,TRUE
,1564,CIBC_CC,2021-01-06,"CDN TIRE STORE #00604 VANCOUVER, BC",53.59,,TRUE
,1565,CIBC_CC,2021-01-06,"UBC BOOKSTORE VANCOUVER, BC",6,,TRUE
,1566,CIBC_CC,2021-01-05,"THE HOME DEPOT #7259 VANCOUVER, BC",218.91,,TRUE
,1567,CIBC_CC,2021-01-05,PAYMENT THANK YOU/PAIEMEN T MERCI,-146.95,,TRUE
,2703,CIBC_CHECKING,2021-01-05,Electronic Funds Transfer PREAUTHORIZED DEBIT University of B BUSINESS PAD,2859.5,,TRUE
,2704,CIBC_CHECKING,2021-01-05,Internet Banking E-TRANSFER 010237618496 NANG SAY,-300,,TRUE
,1568,CIBC_CC,2021-01-04,"7-ELEVEN STORE #38718 SICAMOUS, BC",25.05,,TRUE
,1569,CIBC_CC,2021-01-04,"DONT YELL AT ME CALGARY, AB",10.03,,TRUE
,1570,CIBC_CC,2021-01-04,"ESSO 7-ELEVEN 37778 CALGARY, AB",17.01,,TRUE
,1571,CIBC_CC,2021-01-04,"OLYMPIA LIQUOR CHINOOK CALGARY, AB",60.26,,TRUE
,1572,CIBC_CC,2021-01-04,"OLYMPIA LIQUOR CENTRE NOR CALGARY, AB",47.7,,TRUE
,1573,CIBC_CC,2021-01-04,"DONT YELL AT ME CALGARY, AB",11.95,,TRUE
,2705,CIBC_CHECKING,2021-01-04,Internet Banking INTERNET TRANSFER 000000262902,146.95,,TRUE
,1574,CIBC_CC,2020-12-31,PAYMENT THANK YOU/PAIEMEN T MERCI,-82.37,,TRUE
,2706,CIBC_CHECKING,2020-12-31,Branch Transaction SERVICE CHARGE DISCOUNT,-6.2,,TRUE
,2707,CIBC_CHECKING,2020-12-31,Branch Transaction SERVICE CHARGE ADD TXN$1.25;MONTHLY$4.95 RECORD-KEEPING N/A,6.2,,TRUE
,2708,CIBC_CHECKING,2020-12-31,Internet Banking INTERNET TRANSFER 000000282643,-6027.28,,TRUE
,1575,CIBC_CC,2020-12-30,"SS CALGARY 6TH AVENUE CALGARY, AB",83.37,,TRUE
,1576,CIBC_CC,2020-12-30,PAYMENT THANK YOU/PAIEMEN T MERCI,-471.57,,TRUE
,2709,CIBC_CHECKING,2020-12-30,Internet Banking INTERNET TRANSFER 000000279969,82.37,,TRUE
,2710,CIBC_CHECKING,2020-12-30,Internet Banking INTERNET TRANSFER 000000252514,-100,,TRUE
,1577,CIBC_CC,2020-12-29,"AMZN Mktp CA*N20Y134X3 WWW.AMAZON.CA, ON",48.53,,TRUE
,1578,CIBC_CC,2020-12-29,"AMZN Mktp CA*2I8EE1Y82 WWW.AMAZON.CA, ON",85.98,,TRUE
,1579,CIBC_CC,2020-12-29,"NETFLIX.COM 866-716-0414, ON",9.99,,TRUE
,1580,CIBC_CC,2020-12-29,"UBER * EATS PENDING Amsterdam, BC",38.12,,TRUE
,2711,CIBC_CHECKING,2020-12-29,Point of Sale - Interac RETAIL PURCHASE 000001677019 SHOPPER'S DRUG,53.77,,TRUE
,2712,CIBC_CHECKING,2020-12-29,Internet Banking INTERNET TRANSFER 000000280174,471.57,,TRUE
,2713,CIBC_CHECKING,2020-12-29,Internet Banking E-TRANSFER 010232653084 NANG SAY,-200,,TRUE
,1581,CIBC_CC,2020-12-24,"SS CALGARY 6TH AVENUE CALGARY, AB",9.48,,TRUE
,1582,CIBC_CC,2020-12-23,"SS CALGARY 6TH AVENUE CALGARY, AB",88.3,,TRUE
,1583,CIBC_CC,2020-12-22,"Amazon.ca*NU8QL0VH3 AMAZON.CA, ON",35.6,,TRUE
,1584,CIBC_CC,2020-12-21,"UBER * EATS PENDING Amsterdam, BC",18.11,,TRUE
,1585,CIBC_CC,2020-12-21,"DONT YELL AT ME CALGARY, AB",5.43,,TRUE
,1586,CIBC_CC,2020-12-21,"DONT YELL AT ME CALGARY, AB",6.1,,TRUE
,1587,CIBC_CC,2020-12-21,"SS CALGARY 6TH AVENUE CALGARY, AB",13.87,,TRUE
,1588,CIBC_CC,2020-12-21,"DONT YELL AT ME CALGARY, AB",28.06,,TRUE
,1589,CIBC_CC,2020-12-21,"DONT YELL AT ME CALGARY, AB",3.15,,TRUE
,1590,CIBC_CC,2020-12-21,"PRESOTEA CALGARY, AB",16.06,,TRUE
,1591,CIBC_CC,2020-12-21,"DONT YELL AT ME CALGARY, AB",12.6,,TRUE
,1592,CIBC_CC,2020-12-21,"SHOPPER'S DRUG MART #2393 CALGARY, AB",51.19,,TRUE
,2714,CIBC_CHECKING,2020-12-21,Internet Banking E-TRANSFER 010230779782 CHARVI SHAH,-6,,TRUE
,2715,CIBC_CHECKING,2020-12-21,Internet Banking INTERNET TRANSFER 000000274583,800,,TRUE
,1593,CIBC_CC,2020-12-18,PAYMENT THANK YOU/PAIEMEN T MERCI,-73.36,,TRUE
,2716,CIBC_CHECKING,2020-12-18,Internet Banking INTERNET TRANSFER 000000287384,-1000,,TRUE
,2717,CIBC_CHECKING,2020-12-17,Internet Banking INTERNET TRANSFER 000000264232,73.36,,TRUE
,2718,CIBC_CHECKING,2020-12-17,Internet Banking INTERNET TRANSFER 000000279177,-164,,TRUE
,1594,CIBC_CC,2020-12-16,"SEPHORA.CA SEPHORA.CA, QC",55.65,,TRUE
,1595,CIBC_CC,2020-12-16,"UBER *EATS HELP.UBER.COM Amsterdam, BC",3.81,,TRUE
,1596,CIBC_CC,2020-12-16,"UBER *EATS HELP.UBER.COM, ON",13.23,,TRUE
,1597,CIBC_CC,2020-12-15,CASHBACK/REMISE EN ARGENT,-41.42,,TRUE
,1598,CIBC_CC,2020-12-15,PAYMENT THANK YOU/PAIEMEN T MERCI,-52.5,,TRUE
,2719,CIBC_CHECKING,2020-12-15,Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBER *EATS T20349622684 4.32 CAD @ 1.000000,-4.32,,TRUE
,1599,CIBC_CC,2020-12-14,"SS CALGARY 6TH AVENUE CALGARY, AB",30.77,,TRUE
,1600,CIBC_CC,2020-12-14,"DONT YELL AT ME CALGARY, AB",6.3,,TRUE
,1601,CIBC_CC,2020-12-14,"DONT YELL AT ME CALGARY, AB",5.02,,TRUE
,2720,CIBC_CHECKING,2020-12-14,Internet Banking INTERNET TRANSFER 000000257738,52.5,,TRUE
,2721,CIBC_CHECKING,2020-12-14,Internet Banking E-TRANSFER 010226567242 NANG SAY,-100,,TRUE
,1602,CIBC_CC,2020-12-11,"SP* SHOWPASS - T4P CALGARY, AB",16.87,,TRUE
,1603,CIBC_CC,2020-12-11,PAYMENT THANK YOU/PAIEMEN T MERCI,-126.86,,TRUE
,1604,CIBC_CC,2020-12-11,"SHOPPER'S DRUG MART #2393 CALGARY, AB",55.39,,TRUE
,2722,CIBC_CHECKING,2020-12-11,Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBER * PENDING T20345585564 4.24 CAD @ 1.000000,-4.24,,TRUE
,1605,CIBC_CC,2020-12-10,"Amazon.ca*AU2W32FU3 AMAZON.CA, ON",54.6,,TRUE
,1606,CIBC_CC,2020-12-10,"adidas Canada Limited Woodbridge, ON",52.5,,TRUE
,2723,CIBC_CHECKING,2020-12-10,Internet Banking INTERNET TRANSFER 000000235298,126.86,,TRUE
,2724,CIBC_CHECKING,2020-12-09,Automated Banking Machine ATM WITHDRAWAL BOW VALLEY SQ 2 1A55,600,,TRUE
,2725,CIBC_CHECKING,2020-12-09,Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 034122031991 20.60 CAD @ 1.000000,-20.6,,TRUE
,2726,CIBC_CHECKING,2020-12-09,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 034122031991 24.92 CAD @ 1.000000,24.92,,TRUE
,1607,CIBC_CC,2020-12-08,PAYMENT THANK YOU/PAIEMEN T MERCI,-194.08,,TRUE
,2727,CIBC_CHECKING,2020-12-08,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBER * PENDING T20342463469 25.44 CAD @ 1.000000,25.44,,TRUE
,2728,CIBC_CHECKING,2020-12-08,Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBER * PENDING 033804148315 21.20 CAD @ 1.000000,-21.2,,TRUE
,2729,CIBC_CHECKING,2020-12-08,Internet Banking INTERNET TRANSFER 000000238151,-320.59,,TRUE
,2730,CIBC_CHECKING,2020-12-07,Internet Banking INTERNET TRANSFER 000000229788,194.08,,TRUE
,2731,CIBC_CHECKING,2020-12-07,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBER *EATS 034122031991 4.32 CAD @ 1.000000,4.32,,TRUE
,2732,CIBC_CHECKING,2020-12-07,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 034122031991 20.60 CAD @ 1.000000,20.6,,TRUE
,2733,CIBC_CHECKING,2020-12-03,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBER * PENDING 033804148315 4.24 CAD @ 1.000000,4.24,,TRUE
,2734,CIBC_CHECKING,2020-12-03,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBER * PENDING 033804148315 21.20 CAD @ 1.000000,21.2,,TRUE
,1608,CIBC_CC,2020-12-02,"DOORDASH*UNA PIZZA + W DOWNTOWN TORO, ON",38.33,,TRUE
,2735,CIBC_CHECKING,2020-12-02,Electronic Funds Transfer PREAUTHORIZED DEBIT Shareowner Investments,500,,TRUE
,1609,CIBC_CC,2020-12-01,"SEPHORA.CA SEPHORA.CA, QC",52.5,,TRUE
,2736,CIBC_CHECKING,2020-12-01,Electronic Funds Transfer PREAUTHORIZED DEBIT Shareowner Investments,2000,,TRUE
,2737,CIBC_CHECKING,2020-12-01,Internet Banking INTERNET TRANSFER 000000214332,-3000,,TRUE
,1610,CIBC_CC,2020-11-30,"GREAT TASTE CHINESE RESTA CALGARY, AB",18.9,,TRUE
,1611,CIBC_CC,2020-11-30,"NETFLIX.COM 866-716-0414, ON",9.99,,TRUE
,1612,CIBC_CC,2020-11-30,"MICHAELS 3912 CALGARY, AB",21.86,,TRUE
,2738,CIBC_CHECKING,2020-11-30,Branch Transaction SERVICE CHARGE DISCOUNT,-4.95,,TRUE
,2739,CIBC_CHECKING,2020-11-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,TRUE
,2740,CIBC_CHECKING,2020-11-30,Internet Banking E-TRANSFER 103158237845 Nang Say,200,,TRUE
,2741,CIBC_CHECKING,2020-11-30,Internet Banking INTERNET TRANSFER 000000220302,-300,,TRUE
,2742,CIBC_CHECKING,2020-11-27,Internet Banking E-TRANSFER 103150302758 Nang Say,700,,TRUE
,2743,CIBC_CHECKING,2020-11-27,Internet Banking INTERNET TRANSFER 000000248628,-700,,TRUE
,1613,CIBC_CC,2020-11-26,"SEPHORA.CA SEPHORA.CA, QC",52.5,,TRUE
,1614,CIBC_CC,2020-11-25,PAYMENT THANK YOU/PAIEMEN T MERCI,-99.32,,TRUE
,2744,CIBC_CHECKING,2020-11-24,Internet Banking INTERNET TRANSFER 000000239620,99.32,,TRUE
,2745,CIBC_CHECKING,2020-11-24,Internet Banking INTERNET TRANSFER 000000244913,-81.32,,TRUE
,1615,CIBC_CC,2020-11-23,"DONT YELL AT ME CALGARY, AB",5.26,,TRUE
,1616,CIBC_CC,2020-11-23,"DONT YELL AT ME CALGARY, AB",15,,TRUE
,1617,CIBC_CC,2020-11-23,"DONT YELL AT ME CALGARY, AB",3.15,,TRUE
,1618,CIBC_CC,2020-11-23,PAYMENT THANK YOU/PAIEMEN T MERCI,-219.76,,TRUE
,2746,CIBC_CHECKING,2020-11-23,Internet Banking INTERNET TRANSFER 000000216986,219.76,,TRUE
,1619,CIBC_CC,2020-11-20,"H-MART CALGARY CALGARY, AB",75.91,,TRUE
,1620,CIBC_CC,2020-11-19,"RIVERFRONT WINE & SPIRITS CALGARY, AB",47.99,,TRUE
,2747,CIBC_CHECKING,2020-11-19,Internet Banking E-TRANSFER 010234317521 ALISON HNATIUK,-70.69,,TRUE
,1621,CIBC_CC,2020-11-18,"H-MART CALGARY CALGARY, AB",91.83,,TRUE
,1622,CIBC_CC,2020-11-17,"SS CALGARY 6TH AVENUE CALGARY, AB",20.98,,TRUE
,1623,CIBC_CC,2020-11-17,PAYMENT THANK YOU/PAIEMEN T MERCI,-275.28,,TRUE
,1624,CIBC_CC,2020-11-16,"LINA S ITALIAN MARKET CALGARY, AB",58.96,,TRUE
,2748,CIBC_CHECKING,2020-11-16,Internet Banking INTERNET TRANSFER 000000210001,275.28,,TRUE
,2749,CIBC_CHECKING,2020-11-16,Internet Banking INTERNET DEPOSIT 000000221319,-272.6,,TRUE
,1625,CIBC_CC,2020-11-13,"SEPHORA.CA SEPHORA.CA, QC",89.26,,TRUE
,1626,CIBC_CC,2020-11-12,"AMZN Mktp CA*203137O80 WWW.AMAZON.CA, ON",37.97,,TRUE
,1627,CIBC_CC,2020-11-12,"SEPHORA.CA SEPHORA.CA, QC",38.9,,TRUE
,1628,CIBC_CC,2020-11-12,"SS CALGARY 6TH AVENUE CALGARY, AB",11.01,,TRUE
,1629,CIBC_CC,2020-11-12,"OOMOMO CALGARY CALGARY, AB",14.96,,TRUE
,1630,CIBC_CC,2020-11-12,"KIBO SUSHI CALGARY, AB",31.28,,TRUE
,1631,CIBC_CC,2020-11-10,"STARBUCKS 800-782-7282 800-782-7282, ON",15,,TRUE
,1632,CIBC_CC,2020-11-10,"STARBUCKS 04875 CALGARY, AB",11.92,,TRUE
,1633,CIBC_CC,2020-11-10,PAYMENT THANK YOU/PAIEMEN T MERCI,-16.13,,TRUE
,1634,CIBC_CC,2020-11-09,"REAL CDN SUPERSTORE #1 CALGARY, AB",3.51,,TRUE
,1635,CIBC_CC,2020-11-09,"LAMBDA ORIENTAL FOOD CALGARY, AB",21.47,,TRUE
,2750,CIBC_CHECKING,2020-11-09,Internet Banking E-TRANSFER 010229984525 Lily,-8,,TRUE
,2751,CIBC_CHECKING,2020-11-09,Internet Banking E-TRANSFER 010229715669 Lily,-82,,TRUE
,2752,CIBC_CHECKING,2020-11-09,Internet Banking INTERNET TRANSFER 000000262098,16.13,,TRUE
,2753,CIBC_CHECKING,2020-11-09,Internet Banking E-TRANSFER 010209913150 ALISON HNATIUK,-14,,TRUE
,1636,CIBC_CC,2020-11-06,"DONT YELL AT ME CALGARY, AB",11.53,,TRUE
,1637,CIBC_CC,2020-11-06,"DONT YELL AT ME CALGARY, AB",4.6,,TRUE
,1638,CIBC_CC,2020-11-06,PAYMENT THANK YOU/PAIEMEN T MERCI,-326.1,,TRUE
,2754,CIBC_CHECKING,2020-11-05,Internet Banking E-TRANSFER 103072818135 Emery Ma,3000,,TRUE
,2755,CIBC_CHECKING,2020-11-05,Internet Banking INTERNET TRANSFER 000000252769,326.1,,TRUE
,1639,CIBC_CC,2020-11-04,"SEPHORA.CA SEPHORA.CA, QC",44.07,,TRUE
,2756,CIBC_CHECKING,2020-11-04,Internet Banking E-TRANSFER 103067146459 Emery Ma,840.7,,TRUE
,2757,CIBC_CHECKING,2020-11-04,Internet Banking INTERNET TRANSFER 000000271226,-3840.7,,TRUE
,1640,CIBC_CC,2020-11-03,"SS CALGARY 6TH AVENUE CALGARY, AB",6.96,,TRUE
,1641,CIBC_CC,2020-11-02,"OOMOMO CALGARY CALGARY, AB",29.19,,TRUE
